Id,colorIndex,parentID,BirthDate,DeathDate,alive,OwnerID,Locked
33,4,29,"2019-05-29 16:29:40","2019-05-29 16:36:25",0,-1,0
34,8,20,"2019-05-29 16:30:34","2019-05-29 16:50:14",0,-1,0
35,0,-1,"2019-05-29 16:31:28","2019-05-29 16:37:18",0,-1,0
36,9,18,"2019-05-29 16:33:16","2019-05-29 16:38:12",0,-1,0
37,6,20,"2019-05-29 16:34:10","2019-05-29 16:45:05",0,-1,0
38,3,-1,"2019-05-29 16:35:04","2019-05-29 16:43:06",0,-1,0
39,4,18,"2019-05-29 16:36:51","2019-05-29 16:43:59",0,-1,0
40,0,31,"2019-05-29 16:37:44","2019-05-29 16:40:26",0,-1,0
41,9,-1,"2019-05-29 16:38:38","2019-05-29 17:11:49",0,-1,0
42,5,-1,"2019-05-29 16:39:59","2019-05-29 16:44:38",0,-1,0
43,0,-1,"2019-05-29 16:40:53","2019-05-29 16:47:34",0,-1,0
44,3,18,"2019-05-29 16:43:32","2019-05-29 16:48:28",0,-1,0
45,4,-1,"2019-05-29 16:44:24","2019-05-29 16:49:21",0,1,0
46,5,-1,"2019-05-29 16:44:51","2019-05-29 17:16:27",0,1,0
47,6,34,"2019-05-29 16:45:18","2019-05-29 16:46:40",0,1,0
48,6,-1,"2019-05-29 16:47:06","2019-05-29 16:53:51",0,-1,0
49,0,20,"2019-05-29 16:48:00","2019-05-29 17:02:51",0,3,0
50,3,-1,"2019-05-29 16:48:54","2019-05-29 16:52:57",0,-1,0
51,4,-1,"2019-05-29 16:49:47","2019-05-29 16:57:00",0,-1,0
52,8,31,"2019-05-29 16:50:41","2019-05-29 16:59:42",0,3,0
53,3,-1,"2019-05-29 16:53:24","2019-05-29 16:57:54",0,-1,0
54,6,46,"2019-05-29 16:54:17","2019-05-29 17:07:37",0,-1,0
55,4,49,"2019-05-29 16:57:27","2019-05-29 17:19:27",0,1,0
56,3,-1,"2019-05-29 16:58:21","2019-05-29 17:04:39",0,-1,0
57,7,20,"2019-05-29 16:59:15","2019-05-29 17:05:32",0,-1,0
58,8,-1,"2019-05-29 17:00:08","2019-05-29 17:07:09",0,-1,0
59,0,41,"2019-05-29 17:03:17","2019-05-29 19:08:13",0,1,0
60,1,-1,"2019-05-29 17:04:11","2019-05-29 17:08:05",0,-1,0
61,3,46,"2019-05-29 17:05:05","2019-05-29 17:51:53",0,3,0
62,7,-1,"2019-05-29 17:05:59","2019-05-29 17:10:39",0,-1,0
63,8,-1,"2019-05-29 17:07:22","2019-05-29 17:09:43",0,-1,0
64,6,46,"2019-05-29 17:07:50","2019-05-29 17:08:33",0,-1,0
65,1,59,"2019-05-29 17:08:18","2019-05-29 17:10:11",0,1,0
66,6,-1,"2019-05-29 17:08:47","2019-05-29 17:26:10",0,3,0
67,8,-1,"2019-05-29 17:09:56","2019-05-29 17:22:28",0,1,0
68,1,-1,"2019-05-29 17:10:24","2019-05-29 17:12:16",0,-1,0
69,7,59,"2019-05-29 17:10:52","2019-05-29 17:14:35",0,1,0
70,9,18,"2019-05-29 17:12:02","2019-05-29 17:13:40",0,3,0
71,1,-1,"2019-05-29 17:12:29","2019-05-29 17:14:07",0,-1,0
72,9,67,"2019-05-29 17:13:53","2019-05-29 17:15:03",0,-1,0
73,1,-1,"2019-05-29 17:14:21","2019-05-29 17:18:31",0,-1,0
74,7,59,"2019-05-29 17:14:48","2019-05-29 17:17:22",0,-1,0
75,9,61,"2019-05-29 17:15:16","2019-05-29 17:16:54",0,1,0
76,5,-1,"2019-05-29 17:16:40","2019-05-29 17:20:36",0,1,0
77,9,-1,"2019-05-29 17:17:08","2019-05-29 17:24:19",0,1,0
78,7,-1,"2019-05-29 17:17:36","2019-05-29 17:18:59",0,1,0
79,1,-1,"2019-05-29 17:18:45","2019-05-29 17:21:04",0,1,0
80,7,61,"2019-05-29 17:19:13","2019-05-29 17:21:32",0,1,0
81,4,-1,"2019-05-29 17:19:40","2019-05-29 17:31:29",0,1,0
82,5,59,"2019-05-29 17:20:50","2019-05-29 17:26:52",0,1,0
83,1,61,"2019-05-29 17:21:17","2019-05-29 17:22:00",0,-1,0
84,7,59,"2019-05-29 17:21:45","2019-05-29 17:23:51",0,1,0
85,1,77,"2019-05-29 17:22:13","2019-05-29 17:24:46",0,-1,0
86,8,59,"2019-05-29 17:22:41","2019-05-29 17:28:57",0,3,0
87,7,-1,"2019-05-29 17:24:04","2019-05-29 17:28:29",0,1,0
88,9,-1,"2019-05-29 17:24:32","2019-05-29 17:28:01",0,-1,0
89,1,59,"2019-05-29 17:25:00","2019-05-29 17:25:42",0,-1,0
90,1,81,"2019-05-29 17:25:55","2019-05-29 17:39:27",0,-1,0
91,6,59,"2019-05-29 17:26:23","2019-05-29 17:32:25",0,1,0
92,5,81,"2019-05-29 17:27:05","2019-05-29 17:30:06",0,1,0
93,9,59,"2019-05-29 17:28:14","2019-05-29 17:34:35",0,-1,0
94,7,-1,"2019-05-29 17:28:42","2019-05-29 17:43:37",0,-1,0
95,8,-1,"2019-05-29 17:29:10","2019-05-29 17:31:57",0,-1,0
96,5,-1,"2019-05-29 17:30:20","2019-05-29 17:35:45",0,-1,0
97,4,-1,"2019-05-29 17:31:43","2019-05-29 17:34:16",0,-1,0
98,8,-1,"2019-05-29 17:32:11","2019-05-29 17:33:49",0,3,0
99,6,-1,"2019-05-29 17:32:38","2019-05-29 17:41:59",0,-1,0
100,8,59,"2019-05-29 17:34:02","2019-05-29 17:36:13",0,-1,0
101,4,99,"2019-05-29 17:34:25","2019-05-29 17:34:54",0,-1,0
102,9,-1,"2019-05-29 17:34:44","2019-05-29 17:37:08",0,-1,0
103,4,-1,"2019-05-29 17:35:02","2019-05-29 17:36:40",0,-1,0
104,5,-1,"2019-05-29 17:35:58","2019-05-29 17:38:18",0,-1,0
105,8,-1,"2019-05-29 17:36:26","2019-05-29 17:57:38",0,-1,0
106,4,-1,"2019-05-29 17:36:54","2019-05-29 17:46:10",0,-1,0
107,9,99,"2019-05-29 17:37:22","2019-05-29 17:58:26",0,-1,0
108,5,-1,"2019-05-29 17:38:31","2019-05-29 17:39:55",0,-1,0
109,1,59,"2019-05-29 17:39:40","2019-05-29 17:54:16",0,-1,0
110,5,-1,"2019-05-29 17:40:08","2019-05-29 17:46:38",0,-1,0
111,6,59,"2019-05-29 17:42:13","2019-05-29 17:48:15",0,3,0
112,7,59,"2019-05-29 17:43:50","2019-05-29 17:55:53",0,-1,0
113,4,109,"2019-05-29 17:46:23","2019-05-29 17:58:46",0,-1,0
114,5,-1,"2019-05-29 17:46:51","2019-05-29 17:50:39",0,-1,0
115,6,105,"2019-05-29 17:48:28","2019-05-29 17:54:55",0,1,0
116,5,-1,"2019-05-29 17:50:47","2019-05-29 17:54:35",0,-1,0
117,3,-1,"2019-05-29 17:52:02","2019-05-29 17:56:49",0,-1,0
118,1,105,"2019-05-29 17:54:25","2019-05-29 22:53:39",0,1,0
119,5,-1,"2019-05-29 17:54:44","2019-05-29 17:56:12",0,-1,0
120,6,118,"2019-05-29 17:55:04","2019-05-29 17:55:34",0,-1,0
121,6,118,"2019-05-29 17:55:43","2019-05-29 17:56:31",0,1,0
122,7,117,"2019-05-29 17:56:02","2019-05-29 18:01:29",0,-1,0
123,5,-1,"2019-05-29 17:56:21","2019-05-29 18:01:49",0,-1,0
124,6,-1,"2019-05-29 17:56:39","2019-05-29 18:00:50",0,-1,0
125,3,-1,"2019-05-29 17:56:58","2019-05-29 18:00:13",0,-1,0
126,8,59,"2019-05-29 17:57:47","2019-05-29 18:02:18",0,-1,0
127,9,59,"2019-05-29 17:58:35","2019-05-29 17:59:54",0,-1,0
128,4,-1,"2019-05-29 17:58:55","2019-05-29 18:05:59",0,-1,0
129,9,-1,"2019-05-29 18:00:03","2019-05-29 18:05:40",0,-1,0
130,3,-1,"2019-05-29 18:00:22","2019-05-29 18:02:47",0,-1,0
131,6,118,"2019-05-29 18:00:59","2019-05-29 18:11:31",0,-1,0
132,7,118,"2019-05-29 18:01:39","2019-05-29 18:03:07",0,-1,0
133,5,-1,"2019-05-29 18:01:58","2019-05-29 18:04:04",0,-1,0
134,8,-1,"2019-05-29 18:02:27","2019-05-29 18:05:11",0,-1,0
135,3,133,"2019-05-29 18:02:56","2019-05-29 18:03:26",0,-1,0
136,7,118,"2019-05-29 18:03:16","2019-05-29 18:04:23",0,-1,0
137,3,133,"2019-05-29 18:03:36","2019-05-29 18:08:45",0,-1,0
138,5,-1,"2019-05-29 18:04:13","2019-05-29 18:08:30",0,-1,0
139,7,-1,"2019-05-29 18:04:32","2019-05-29 18:06:49",0,-1,0
140,8,-1,"2019-05-29 18:05:20","2019-05-29 18:07:08",0,-1,0
141,9,-1,"2019-05-29 18:05:49","2019-05-29 18:09:00",0,-1,0
142,4,118,"2019-05-29 18:06:09","2019-05-29 18:09:38",0,-1,0
143,7,118,"2019-05-29 18:06:58","2019-05-29 18:07:28",0,-1,0
144,8,137,"2019-05-29 18:07:17","2019-05-29 18:08:08",0,-1,0
145,7,-1,"2019-05-29 18:07:36","2019-05-29 18:11:16",0,-1,0
146,8,-1,"2019-05-29 18:08:14","2019-05-29 18:14:17",0,-1,0
147,5,-1,"2019-05-29 18:08:37","2019-05-29 18:12:16",0,-1,0
148,3,-1,"2019-05-29 18:08:52","2019-05-29 18:10:23",0,-1,0
149,9,-1,"2019-05-29 18:09:07","2019-05-29 18:10:38",0,-1,0
150,4,118,"2019-05-29 18:09:44","2019-05-29 18:10:08",0,-1,0
151,4,-1,"2019-05-29 18:10:15","2019-05-29 18:18:57",0,-1,0
152,3,-1,"2019-05-29 18:10:30","2019-05-29 18:13:46",0,-1,0
153,9,-1,"2019-05-29 18:10:45","2019-05-29 18:16:48",0,-1,0
154,7,151,"2019-05-29 18:11:23","2019-05-29 18:14:02",0,-1,0
155,6,118,"2019-05-29 18:11:38","2019-05-29 18:12:01",0,-1,0
156,6,118,"2019-05-29 18:12:08","2019-05-29 18:12:31",0,-1,0
157,5,151,"2019-05-29 18:12:23","2019-05-29 18:15:10",0,-1,0
158,6,118,"2019-05-29 18:12:38","2019-05-29 18:13:02",0,-1,0
159,6,118,"2019-05-29 18:13:08","2019-05-29 18:13:32",0,-1,0
160,6,-1,"2019-05-29 18:13:39","2019-05-29 18:15:25",0,-1,0
161,3,-1,"2019-05-29 18:13:54","2019-05-29 18:14:55",0,-1,0
162,7,-1,"2019-05-29 18:14:09","2019-05-29 18:33:11",0,1,0
163,8,-1,"2019-05-29 18:14:24","2019-05-29 18:19:27",0,-1,0
164,3,151,"2019-05-29 18:15:02","2019-05-29 18:16:03",0,-1,0
165,5,-1,"2019-05-29 18:15:17","2019-05-29 18:16:18",0,-1,0
166,6,-1,"2019-05-29 18:15:32","2019-05-29 18:19:12",0,-1,0
167,3,118,"2019-05-29 18:16:10","2019-05-29 18:16:33",0,-1,0
168,5,-1,"2019-05-29 18:16:25","2019-05-29 18:17:33",0,-1,0
169,3,-1,"2019-05-29 18:16:40","2019-05-29 18:18:03",0,-1,0
170,9,118,"2019-05-29 18:16:55","2019-05-29 18:17:18",0,-1,0
171,9,-1,"2019-05-29 18:17:25","2019-05-29 18:18:19",0,-1,0
172,5,169,"2019-05-29 18:17:40","2019-05-29 18:19:42",0,-1,0
173,3,118,"2019-05-29 18:18:11","2019-05-29 18:30:09",0,-1,0
174,9,151,"2019-05-29 18:18:26","2019-05-29 18:20:20",0,-1,0
175,4,-1,"2019-05-29 18:19:04","2019-05-29 18:20:34",0,-1,0
176,6,172,"2019-05-29 18:19:19","2019-05-29 18:22:05",0,-1,0
177,8,118,"2019-05-29 18:19:34","2019-05-29 18:19:57",0,-1,0
178,5,162,"2019-05-29 18:19:49","2019-05-29 18:22:21",0,-1,0
179,8,-1,"2019-05-29 18:20:04","2019-05-29 18:28:31",0,-1,0
180,9,162,"2019-05-29 18:20:27","2019-05-29 18:20:50",0,-1,0
181,4,-1,"2019-05-29 18:20:42","2019-05-29 18:21:28",0,-1,0
182,9,176,"2019-05-29 18:20:57","2019-05-29 18:30:24",0,-1,0
183,4,-1,"2019-05-29 18:21:35","2019-05-29 18:29:47",0,-1,0
184,6,-1,"2019-05-29 18:22:12","2019-05-29 18:41:08",0,-1,0
185,5,183,"2019-05-29 18:22:27","2019-05-29 18:36:05",0,-1,0
186,8,-1,"2019-05-29 18:28:38","2019-05-29 18:32:18",0,-1,0
187,4,-1,"2019-05-29 18:29:54","2019-05-29 18:31:02",0,-1,0
188,3,-1,"2019-05-29 18:30:16","2019-05-29 18:31:17",0,-1,0
189,9,-1,"2019-05-29 18:30:31","2019-05-29 18:34:42",0,-1,0
190,4,185,"2019-05-29 18:31:09","2019-05-29 18:33:26",0,-1,0
191,3,-1,"2019-05-29 18:31:24","2019-05-29 18:35:20",0,-1,0
192,8,184,"2019-05-29 18:32:25","2019-05-29 18:38:21",0,-1,0
193,7,118,"2019-05-29 18:33:18","2019-05-29 18:33:56",0,-1,0
194,4,192,"2019-05-29 18:33:32","2019-05-29 19:01:44",0,1,0
195,7,192,"2019-05-29 18:34:03","2019-05-29 18:41:38",0,-1,0
196,9,-1,"2019-05-29 18:34:49","2019-05-29 18:36:21",0,-1,0
197,3,-1,"2019-05-29 18:35:27","2019-05-29 18:37:21",0,-1,0
198,5,184,"2019-05-29 18:36:13","2019-05-29 18:38:44",0,-1,0
199,9,-1,"2019-05-29 18:36:27","2019-05-29 18:37:36",0,-1,0
200,3,194,"2019-05-29 18:37:28","2019-05-29 18:37:51",0,1,0
201,9,195,"2019-05-29 18:37:43","2019-05-29 18:38:06",0,-1,0
202,3,-1,"2019-05-29 18:37:58","2019-05-29 18:39:37",0,-1,0
203,9,198,"2019-05-29 18:38:13","2019-05-29 18:42:09",0,-1,0
204,8,-1,"2019-05-29 18:38:28","2019-05-29 22:25:13",0,-1,0
205,5,-1,"2019-05-29 18:38:51","2019-05-29 18:50:59",0,-1,0
206,3,-1,"2019-05-29 18:39:44","2019-05-29 18:42:24",0,-1,0
207,6,194,"2019-05-29 18:41:15","2019-05-29 18:45:57",0,-1,0
208,7,-1,"2019-05-29 18:41:45","2019-05-29 18:49:37",0,-1,0
209,9,-1,"2019-05-29 18:42:16","2019-05-29 18:44:18",0,-1,0
210,3,-1,"2019-05-29 18:42:31","2019-05-29 18:44:02",0,-1,0
211,3,205,"2019-05-29 18:44:09","2019-05-29 18:44:33",0,-1,0
212,9,-1,"2019-05-29 18:44:25","2019-05-29 18:47:35",0,-1,0
213,3,-1,"2019-05-29 18:44:40","2019-05-29 18:47:20",0,-1,0
214,6,-1,"2019-05-29 18:46:03","2019-05-29 18:57:04",0,-1,0
215,3,-1,"2019-05-29 18:47:27","2019-05-29 18:54:17",0,-1,0
216,9,-1,"2019-05-29 18:47:42","2019-05-29 18:49:52",0,-1,0
217,7,-1,"2019-05-29 18:49:44","2019-05-29 18:51:15",0,-1,0
218,9,215,"2019-05-29 18:49:59","2019-05-29 18:51:53",0,-1,0
219,5,-1,"2019-05-29 18:51:07","2019-05-29 19:12:07",0,-1,0
220,7,-1,"2019-05-29 18:51:22","2019-05-29 18:54:55",0,-1,0
221,9,-1,"2019-05-29 18:52:00","2019-05-29 18:58:50",0,-1,0
222,3,-1,"2019-05-29 18:54:23","2019-05-29 18:59:43",0,-1,0
223,7,-1,"2019-05-29 18:55:01","2019-05-29 19:01:22",0,-1,0
224,6,204,"2019-05-29 18:57:11","2019-05-29 19:00:14",0,-1,0
225,9,-1,"2019-05-29 18:58:57","2019-05-29 19:00:44",0,-1,0
226,3,-1,"2019-05-29 18:59:50","2019-05-29 19:02:22",0,-1,0
227,6,219,"2019-05-29 19:00:21","2019-05-29 19:04:09",0,-1,0
228,9,-1,"2019-05-29 19:00:51","2019-05-29 19:07:57",0,-1,0
229,7,-1,"2019-05-29 19:01:28","2019-05-29 19:02:38",0,-1,0
230,4,-1,"2019-05-29 19:01:51","2019-05-29 19:03:38",0,-1,0
231,3,219,"2019-05-29 19:02:30","2019-05-29 20:25:39",0,-1,0
232,7,227,"2019-05-29 19:02:45","2019-05-29 19:14:47",0,-1,0
233,4,227,"2019-05-29 19:03:45","2019-05-29 19:06:03",0,-1,0
234,6,-1,"2019-05-29 19:04:15","2019-05-29 19:09:21",0,-1,0
235,4,-1,"2019-05-29 19:06:10","2019-05-29 19:16:18",0,-1,0
236,9,231,"2019-05-29 19:08:04","2019-05-29 19:10:06",0,-1,0
237,0,118,"2019-05-29 19:08:20","2019-05-29 19:11:00",0,-1,0
238,6,-1,"2019-05-29 19:09:28","2019-05-29 20:08:59",0,-1,0
239,9,-1,"2019-05-29 19:10:13","2019-05-29 19:11:53",0,-1,0
240,0,-1,"2019-05-29 19:11:07","2019-05-29 19:15:32",0,-1,0
241,2,118,"2019-05-29 19:11:21","2019-05-29 19:13:08",0,-1,0
242,9,235,"2019-05-29 19:11:59","2019-05-29 19:14:32",0,-1,0
243,5,204,"2019-05-29 19:12:15","2019-05-29 20:05:03",0,-1,0
244,2,-1,"2019-05-29 19:13:15","2019-05-29 22:06:22",0,-1,0
245,9,244,"2019-05-29 19:14:39","2019-05-29 21:17:20",0,-1,0
246,7,231,"2019-05-29 19:14:54","2019-05-29 20:02:46",0,-1,0
247,0,-1,"2019-05-29 19:15:39","2019-05-29 20:00:53",0,-1,0
248,4,231,"2019-05-29 19:16:25","2019-05-29 20:00:23",0,-1,0
249,4,-1,"2019-05-29 20:00:29","2019-05-29 20:20:21",0,-1,0
250,0,-1,"2019-05-29 20:01:00","2019-05-29 20:06:19",0,-1,0
251,7,250,"2019-05-29 20:02:53","2019-05-29 20:05:18",0,-1,0
252,5,-1,"2019-05-29 20:05:10","2019-05-29 20:10:15",0,-1,0
253,7,-1,"2019-05-29 20:05:25","2019-05-29 20:07:50",0,-1,0
254,0,249,"2019-05-29 20:06:27","2019-05-29 20:09:44",0,-1,0
255,7,254,"2019-05-29 20:07:57","2019-05-29 20:11:53",0,-1,0
256,6,-1,"2019-05-29 20:09:05","2019-05-29 20:15:10",0,-1,0
257,0,-1,"2019-05-29 20:09:51","2019-05-29 20:12:30",0,-1,0
258,5,-1,"2019-05-29 20:10:21","2019-05-29 20:16:26",0,-1,0
259,7,245,"2019-05-29 20:12:00","2019-05-29 20:14:02",0,-1,0
260,0,245,"2019-05-29 20:12:38","2019-05-29 20:25:24",0,-1,0
261,7,245,"2019-05-29 20:14:09","2019-05-29 20:25:54",0,-1,0
262,6,261,"2019-05-29 20:15:17","2019-05-29 20:16:41",0,-1,0
263,5,260,"2019-05-29 20:16:33","2019-05-29 20:24:53",0,-1,0
264,6,261,"2019-05-29 20:16:48","2019-05-29 20:17:34",0,-1,0
265,6,-1,"2019-05-29 20:17:41","2019-05-29 20:21:21",0,-1,0
266,4,-1,"2019-05-29 20:20:28","2019-05-29 20:21:36",0,-1,0
267,6,-1,"2019-05-29 20:21:28","2019-05-29 20:24:08",0,-1,0
268,4,263,"2019-05-29 20:21:43","2019-05-29 20:23:53",0,-1,0
269,4,263,"2019-05-29 20:24:00","2019-05-29 20:32:43",0,-1,0
270,6,-1,"2019-05-29 20:24:15","2019-05-29 20:29:19",0,-1,0
271,5,-1,"2019-05-29 20:25:00","2019-05-29 20:26:47",0,-1,0
272,0,245,"2019-05-29 20:25:31","2019-05-29 20:28:18",0,-1,0
273,3,244,"2019-05-29 20:25:46","2019-05-29 21:53:38",0,-1,0
274,7,245,"2019-05-29 20:26:01","2019-05-29 20:27:10",0,8,0
275,5,-1,"2019-05-29 20:26:54","2019-05-29 20:41:11",0,-1,0
276,7,270,"2019-05-29 20:27:17","2019-05-29 20:31:20",0,-1,0
277,0,-1,"2019-05-29 20:28:25","2019-05-29 20:29:42",0,-1,0
278,6,-1,"2019-05-29 20:29:26","2019-05-29 20:34:07",0,-1,0
279,0,-1,"2019-05-29 20:29:49","2019-05-29 20:30:35",0,-1,0
280,0,-1,"2019-05-29 20:30:42","2019-05-29 20:33:37",0,-1,0
281,7,-1,"2019-05-29 20:31:27","2019-05-29 20:39:33",0,-1,0
282,4,-1,"2019-05-29 20:32:50","2019-05-29 20:33:52",0,-1,0
283,0,273,"2019-05-29 20:33:44","2019-05-29 20:36:39",0,-1,0
284,4,275,"2019-05-29 20:33:59","2019-05-29 20:37:55",0,-1,0
285,6,273,"2019-05-29 20:34:14","2019-05-29 20:36:24",0,-1,0
286,6,273,"2019-05-29 20:36:31","2019-05-29 20:42:35",0,-1,0
287,0,-1,"2019-05-29 20:36:46","2019-05-29 20:43:43",0,-1,0
288,4,-1,"2019-05-29 20:38:02","2019-05-29 20:40:49",0,-1,0
289,7,-1,"2019-05-29 20:39:40","2019-05-29 21:06:30",0,-1,0
290,4,-1,"2019-05-29 20:40:56","2019-05-29 21:10:17",0,-1,0
291,5,273,"2019-05-29 20:41:18","2019-05-29 21:05:37",0,-1,0
292,6,287,"2019-05-29 20:42:42","2019-05-29 21:13:34",0,-1,0
293,0,-1,"2019-05-29 20:43:50","2019-05-29 20:50:55",0,-1,0
294,0,-1,"2019-05-29 20:51:02","2019-05-29 21:05:52",0,-1,0
295,5,-1,"2019-05-29 21:05:44","2019-05-29 21:10:32",0,-1,0
296,0,273,"2019-05-29 21:05:59","2019-05-29 21:20:31",0,-1,0
297,7,-1,"2019-05-29 21:06:37","2019-05-29 21:10:47",0,-1,0
298,4,-1,"2019-05-29 21:10:24","2019-05-29 21:12:10",0,-1,0
299,5,-1,"2019-05-29 21:10:39","2019-05-29 21:14:49",0,-1,0
300,7,296,"2019-05-29 21:10:54","2019-05-29 21:11:55",0,-1,0
301,7,-1,"2019-05-29 21:12:02","2019-05-29 21:13:48",0,-1,0
302,4,-1,"2019-05-29 21:12:17","2019-05-29 21:13:03",0,-1,0
303,4,-1,"2019-05-29 21:13:10","2019-05-29 21:23:10",0,-1,0
304,6,296,"2019-05-29 21:13:40","2019-05-29 21:21:09",0,-1,0
305,7,299,"2019-05-29 21:13:55","2019-05-29 21:42:59",0,-1,0
306,5,296,"2019-05-29 21:14:56","2019-05-29 21:15:57",0,-1,0
307,5,304,"2019-05-29 21:16:04","2019-05-29 21:29:02",0,-1,0
308,9,-1,"2019-05-29 21:17:27","2019-05-29 21:22:55",0,-1,0
309,0,303,"2019-05-29 21:20:37","2019-05-30 18:12:28",0,3,0
310,6,-1,"2019-05-29 21:21:15","2019-05-29 21:25:05",0,-1,0
311,9,307,"2019-05-29 21:23:02","2019-05-29 21:31:19",0,-1,0
312,4,305,"2019-05-29 21:23:17","2019-05-29 21:28:24",0,-1,0
313,6,-1,"2019-05-29 21:25:12","2019-05-29 21:28:38",0,-1,0
314,4,309,"2019-05-29 21:28:30","2019-05-29 21:37:03",0,-1,0
315,6,-1,"2019-05-29 21:28:45","2019-05-29 21:30:48",0,-1,0
316,5,309,"2019-05-29 21:29:09","2019-05-29 21:31:41",0,-1,0
317,6,-1,"2019-05-29 21:30:55","2019-05-29 21:44:46",0,-1,0
318,9,-1,"2019-05-29 21:31:25","2019-05-29 21:33:59",0,-1,0
319,5,314,"2019-05-29 21:31:48","2019-05-29 21:32:35",0,-1,0
320,5,-1,"2019-05-29 21:32:42","2019-05-29 21:33:29",0,-1,0
321,5,-1,"2019-05-29 21:33:36","2019-05-29 21:34:45",0,-1,0
322,9,317,"2019-05-29 21:34:06","2019-05-29 21:37:33",0,-1,0
323,5,-1,"2019-05-29 21:34:52","2019-05-29 21:35:46",0,-1,0
324,5,-1,"2019-05-29 21:35:53","2019-05-29 22:34:21",0,-1,0
325,4,317,"2019-05-29 21:37:10","2019-05-29 21:40:27",0,-1,0
326,9,317,"2019-05-29 21:37:40","2019-05-29 21:38:26",0,-1,0
327,9,-1,"2019-05-29 21:38:33","2019-05-29 21:39:26",0,-1,0
328,9,324,"2019-05-29 21:39:33","2019-05-29 21:42:13",0,-1,0
329,4,-1,"2019-05-29 21:40:34","2019-05-29 21:41:28",0,-1,0
330,4,-1,"2019-05-29 21:41:34","2019-05-29 21:42:44",0,-1,0
331,9,-1,"2019-05-29 21:42:20","2019-05-29 21:46:32",0,-1,0
332,4,-1,"2019-05-29 21:42:50","2019-05-29 21:45:01",0,-1,0
333,7,-1,"2019-05-29 21:43:06","2019-05-29 21:44:08",0,-1,0
334,7,-1,"2019-05-29 21:44:14","2019-05-29 21:46:02",0,-1,0
335,6,-1,"2019-05-29 21:44:53","2019-05-29 21:47:25",0,-1,0
336,4,331,"2019-05-29 21:45:08","2019-05-29 21:47:55",0,-1,0
337,7,-1,"2019-05-29 21:46:09","2019-05-29 21:53:24",0,-1,0
338,9,-1,"2019-05-29 21:46:39","2019-05-29 21:47:41",0,-1,0
339,6,-1,"2019-05-29 21:47:32","2019-05-29 21:49:42",0,-1,0
340,9,337,"2019-05-29 21:47:47","2019-05-29 21:56:34",0,-1,0
341,4,-1,"2019-05-29 21:48:02","2019-05-29 21:49:27",0,-1,0
342,4,-1,"2019-05-29 21:49:34","2019-05-29 21:52:45",0,-1,0
343,6,324,"2019-05-29 21:49:49","2019-05-29 21:51:22",0,-1,0
